# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1437.12942 -1.324942 18.423112 1.571014 0.101602 0.002139 -0.994588 0.021611 0.0000019391 -0.0000000248 -0.0000083778 0.0000002610 0.0000001224 0.0000418287 0.0095183637 0.0008113362 -0.0001834196 0.0013178767 0.0001089830 0.0008279529
1437.16273 -1.444411 18.451648 1.589122 0.101241 0.011180 -0.994250 0.033059 0.0000019360 0.0000001082 -0.0000083691 0.0000002678 -0.0000005392 0.0000418527 0.0095604087 0.0008812311 -0.0001856180 0.0013352039 0.0001090893 0.0008292650
1437.19579 -1.560389 18.476853 1.608168 0.100829 0.021877 -0.993676 0.044305 0.0000019421 0.0000002695 -0.0000083803 0.0000003032 -0.0000013417 0.0000418403 0.0096009015 0.0009515544 -0.0001874324 0.0013523919 0.0001094844 0.0008302449
1437.22908 -1.678812 18.504019 1.626754 0.100334 0.034317 -0.992797 0.055766 0.0000019534 0.0000004619 -0.0000083988 0.0000003865 -0.0000022904 0.0000417662 0.0096348290 0.0010208579 -0.0001890767 0.0013725502 0.0001095203 0.0008312649
1437.26213 -1.800123 18.533349 1.644761 0.099608 0.048375 -0.991545 0.067656 0.0000019707 0.0000006843 -0.0000084293 0.0000005355 -0.0000033716 0.0000416681 0.0096783676 0.0010924763 -0.0001905390 0.0013953296 0.0001095528 0.0008324059
1437.32862 -2.050150 18.584727 1.681959 0.097556 0.077760 -0.987854 0.092632 0.0000020289 0.0000011623 -0.0000085256 0.0000010293 -0.0000056037 0.0000412714 0.0097708038 0.0012440730 -0.0001937127 0.0014471493 0.0001095532 0.0008350624
1437.36176 -2.177433 18.607213 1.700769 0.096026 0.093253 -0.985232 0.106773 0.0000020643 0.0000014203 -0.0000085745 0.0000013857 -0.0000067522 0.0000409491 0.0098107946 0.0013230370 -0.0001945960 0.0014756587 0.0001092110 0.0008362992
1437.39504 -2.309390 18.630273 1.720736 0.094594 0.108636 -0.982069 0.121619 0.0000021182 0.0000016855 -0.0000086600 0.0000017982 -0.0000078559 0.0000405404 0.0098448673 0.0014046720 -0.0001943441 0.0015039786 0.0001078803 0.0008367448
1437.42810 -2.439102 18.650667 1.741830 0.093335 0.123267 -0.978490 0.136568 0.0000021893 0.0000019503 -0.0000087721 0.0000022424 -0.0000088658 0.0000400589 0.0098750116 0.0014874910 -0.0001929808 0.0015349819 0.0001068287 0.0008370636
1437.46127 -2.566029 18.663830 1.759666 0.092678 0.136913 -0.974468 0.151916 0.0000022975 0.0000022228 -0.0000089596 0.0000026973 -0.0000097702 0.0000395672 0.0099095942 0.0015699165 -0.0001932862 0.0015674439 0.0001057976 0.0008377760
1437.49444 -2.693293 18.673605 1.777336 0.092203 0.148432 -0.970230 0.167692 0.0000024210 0.0000024692 -0.0000091708 0.0000030955 -0.0000104742 0.0000390937 0.0099313155 0.0016469359 -0.0001938313 0.0016012001 0.0001057166 0.0008391328
1437.52770 -2.823765 18.681044 1.795832 0.092194 0.158351 -0.965595 0.184533 0.0000025726 0.0000027039 -0.0000094399 0.0000034352 -0.0000110239 0.0000386706 0.0099516556 0.0017276103 -0.0001936977 0.0016342360 0.0001036740 0.0008392881
1437.56102 -2.947364 18.681829 1.809958 0.092684 0.166464 -0.960661 0.202066 0.0000027522 0.0000029213 -0.0000097557 0.0000036972 -0.0000114137 0.0000382970 0.0099699651 0.0018084073 -0.0001941518 0.0016708711 0.0001024194 0.0008399686
1437.59405 -3.072531 18.679947 1.825248 0.092749 0.173215 -0.955488 0.220082 0.0000029248 0.0000031074 -0.0000100484 0.0000038958 -0.0000116903 0.0000379886 0.0099793049 0.0018820482 -0.0001950831 0.0017066861 0.0001017492 0.0008410550
1437.62722 -3.201436 18.672517 1.840153 0.091352 0.179341 -0.949843 0.239354 0.0000030548 0.0000032607 -0.0000102568 0.0000040769 -0.0000119386 0.0000377503 0.0099883415 0.0019568478 -0.0001964388 0.0017464888 0.0001018228 0.0008423882
1437.66039 -3.321257 18.662833 1.852195 0.088208 0.185291 -0.943523 0.260098 0.0000031296 0.0000033841 -0.0000103639 0.0000042627 -0.0000121904 0.0000375410 0.0099859266 0.0020316806 -0.0001971942 0.0017882578 0.0001020863 0.0008438595
1437.69368 -3.450558 18.645617 1.865086 0.083231 0.189611 -0.936658 0.282476 0.0000031324 0.0000034405 -0.0000103600 0.0000043919 -0.0000123746 0.0000374835 0.0099846068 0.0021015468 -0.0001991263 0.0018285795 0.0001021813 0.0008456642
1437.72686 -3.575076 18.623572 1.877434 0.076920 0.192438 -0.929322 0.305634 0.0000030791 0.0000034406 -0.0000102706 0.0000044691 -0.0000124982 0.0000375407 0.0099743271 0.0021761483 -0.0002014250 0.0018731329 0.0001020966 0.0008477918
1437.76005 -3.698595 18.597286 1.894069 0.070089 0.194752 -0.921052 0.329883 0.0000030126 0.0000034238 -0.0000101577 0.0000045247 -0.0000125889 0.0000375712 0.0099365197 0.0022465716 -0.0002022731 0.0019160362 0.0001017007 0.0008487274
1437.79322 -3.820853 18.564109 1.905499 0.064411 0.196216 -0.911870 0.354744 0.0000029850 0.0000034068 -0.0000101130 0.0000045229 -0.0000125930 0.0000376116 0.0098997836 0.0023130224 -0.0002020492 0.0019595921 0.0001019444 0.0008498500
1437.82640 -3.933147 18.528935 1.916709 0.059697 0.196811 -0.902020 0.379555 0.0000029925 0.0000033899 -0.0000101393 0.0000044666 -0.0000125232 0.0000376884 0.0098517723 0.0023782944 -0.0002034962 0.0020042207 0.0001017230 0.0008512309
1437.85966 -4.031390 18.488534 1.924830 0.055350 0.196531 -0.891643 0.404084 0.0000030004 0.0000033533 -0.0000101652 0.0000043618 -0.0000123794 0.0000377499 0.0097778629 0.0024377330 -0.0002021095 0.0020449188 0.0001017239 0.0008521625
1437.89284 -4.134899 18.443851 1.932474 0.051019 0.195895 -0.880149 0.429371 0.0000030062 0.0000033098 -0.0000101907 0.0000042451 -0.0000122186 0.0000378448 0.0097064879 0.0024856231 -0.0002032164 0.0020810154 0.0001013468 0.0008537765
1437.92601 -4.235669 18.395273 1.939559 0.046895 0.194935 -0.867292 0.455637 0.0000030250 0.0000032634 -0.0000102441 0.0000041054 -0.0000120236 0.0000379765 0.0096387581 0.0025364327 -0.0002056469 0.0021201865 0.0001009848 0.0008553092
1437.95923 -4.333712 18.342946 1.944929 0.042487 0.194083 -0.853083 0.482468 0.0000030410 0.0000032197 -0.0000102923 0.0000039787 -0.0000118465 0.0000381065 0.0095626290 0.0025877249 -0.0002063147 0.0021584772 0.0001008207 0.0008566457
1437.99239 -4.406211 18.287739 1.948530 0.037610 0.194252 -0.837645 0.509119 0.0000030658 0.0000032049 -0.0000103423 0.0000039085 -0.0000117394 0.0000381174 0.0094551977 0.0026357034 -0.0002076591 0.0021967803 0.0001004360 0.0008584706
1438.02562 -4.496314 18.228381 1.956237 0.032595 0.195936 -0.820675 0.535760 0.0000031249 0.0000032404 -0.0000104478 0.0000039091 -0.0000117386 0.0000380894 0.0093752277 0.0026670524 -0.0002097567 0.0022244176 0.0000997773 0.0008589526
1438.05872 -4.576092 18.167268 1.958646 0.027197 0.199109 -0.802899 0.561220 0.0000032111 0.0000033250 -0.0000105863 0.0000039853 -0.0000118457 0.0000379386 0.0092637914 0.0027161640 -0.0002070746 0.0022575478 0.0000982720 0.0008577061
1438.12513 -4.757171 18.035219 1.964576 0.016797 0.207336 -0.763651 0.611201 0.0000035001 0.0000035803 -0.0000110306 0.0000041877 -0.0000120997 0.0000374835 0.0090455006 0.0028087931 -0.0001985611 0.0023313524 0.0000955349 0.0008562771
1438.19148 -4.936723 17.895471 1.960431 0.009056 0.214450 -0.724204 0.655330 0.0000038830 0.0000038336 -0.0000116086 0.0000042829 -0.0000121905 0.0000371272 0.0088663474 0.0028831482 -0.0001978767 0.0024058283 0.0000927086 0.0008540984
1438.22465 -5.019215 17.822555 1.951847 0.005127 0.218237 -0.704666 0.675124 0.0000040854 0.0000039694 -0.0000118924 0.0000043428 -0.0000122450 0.0000369088 0.0087749041 0.0029122740 -0.0002005978 0.0024413518 0.0000920687 0.0008552841
1438.25781 -5.075356 17.746635 1.947725 0.001926 0.221946 -0.686291 0.692633 0.0000043129 0.0000041063 -0.0000122080 0.0000043813 -0.0000122702 0.0000366969 0.0086734490 0.0029449175 -0.0002007409 0.0024772572 0.0000898135 0.0008516865
1438.32406 -5.167669 17.587736 1.935173 -0.003240 0.229026 -0.655096 0.719990 0.0000047602 0.0000043668 -0.0000127882 0.0000044505 -0.0000122992 0.0000362298 0.0084450359 0.0029884811 -0.0002039039 0.0025383843 0.0000857733 0.0008465306
1438.35724 -5.245051 17.505639 1.918291 -0.006774 0.232192 -0.641448 0.731154 0.0000049075 0.0000044963 -0.0000129620 0.0000045595 -0.0000124240 0.0000360205 0.0083292259 0.0029738944 -0.0002007826 0.0025373613 0.0000839524 0.0008462940
1438.42358 -5.376342 17.340144 1.893024 -0.015143 0.239294 -0.618965 0.747925 0.0000051606 0.0000047853 -0.0000132308 0.0000048714 -0.0000127859 0.0000355371 0.0080964509 0.0030195498 -0.0001951976 0.0026041560 0.0000788298 0.0008415610
1438.48992 -5.508110 17.162212 1.857652 -0.019556 0.242488 -0.601174 0.761188 0.0000053609 0.0000049251 -0.0000134722 0.0000049469 -0.0000128635 0.0000353543 0.0078666427 0.0030447615 -0.0001894836 0.0026576723 0.0000740693 0.0008400827
1438.52317 -5.576414 17.071081 1.842142 -0.019185 0.242455 -0.593971 0.766842 0.0000054662 0.0000049179 -0.0000136256 0.0000048347 -0.0000127215 0.0000354068 0.0077503361 0.0030580985 -0.0001861642 0.0026899838 0.0000723488 0.0008397999
1438.55633 -5.625754 16.978706 1.826143 -0.018746 0.241409 -0.587636 0.772046 0.0000055251 0.0000048700 -0.0000137332 0.0000046921 -0.0000125524 0.0000355625 0.0076508254 0.0030704323 -0.0001862225 0.0027218926 0.0000697184 0.0008369620
1438.58941 -5.680411 16.881365 1.807398 -0.019011 0.240631 -0.581254 0.777097 0.0000055570 0.0000048367 -0.0000138033 0.0000045977 -0.0000124417 0.0000356718 0.0075402604 0.0030707671 -0.0001846975 0.0027436712 0.0000678306 0.0008364595
1438.65575 -5.764215 16.685776 1.764453 -0.019113 0.237432 -0.570702 0.785849 0.0000055344 0.0000047065 -0.0000138588 0.0000043765 -0.0000121905 0.0000360297 0.0073094414 0.0030666519 -0.0001795454 0.0027853008 0.0000637861 0.0008360651
1438.68897 -5.794973 16.587357 1.746378 -0.020387 0.236063 -0.565940 0.789665 0.0000054734 0.0000046488 -0.0000138117 0.0000043145 -0.0000121243 0.0000361501 0.0071974466 0.0030607859 -0.0001791333 0.0028033307 0.0000605671 0.0008344680
1438.72216 -5.824773 16.480778 1.721603 -0.023420 0.234797 -0.560976 0.793491 0.0000053627 0.0000046190 -0.0000137035 0.0000043417 -0.0000121931 0.0000362842 0.0070847833 0.0030501787 -0.0001767142 0.0028162273 0.0000579382 0.0008325297
1438.75534 -5.843750 16.371163 1.691506 -0.026157 0.233442 -0.556303 0.797087 0.0000052652 0.0000045827 -0.0000136069 0.0000043513 -0.0000122374 0.0000364339 0.0069705336 0.0030361225 -0.0001752317 0.0028286858 0.0000551767 0.0008302559
1438.82160 -5.878194 16.154233 1.637956 -0.025610 0.229896 -0.548767 0.803335 0.0000051997 0.0000044386 -0.0000135966 0.0000041433 -0.0000119937 0.0000368246 0.0067392493 0.0029911324 -0.0001730372 0.0028404306 0.0000521076 0.0008308040
1438.88803 -5.894201 15.926777 1.576450 -0.014793 0.221905 -0.546319 0.807511 0.0000052109 0.0000040241 -0.0000137590 0.0000034284 -0.0000109759 0.0000375591 0.0065019109 0.0029387832 -0.0001694497 0.0028445450 0.0000478966 0.0008279758
1438.92114 -5.902018 15.808967 1.547077 -0.004739 0.214522 -0.547044 0.809136 0.0000051735 0.0000036312 -0.0000138009 0.0000028453 -0.0000100129 0.0000380455 0.0063649630 0.0028994725 -0.0001691774 0.0028391265 0.0000454223 0.0008270394
1438.95431 -5.902474 15.691401 1.514734 0.007349 0.205400 -0.548681 0.810374 0.0000051488 0.0000031790 -0.0000138947 0.0000022372 -0.0000088791 0.0000387488 0.0062430243 0.0028694772 -0.0001667217 0.0028409597 0.0000444674 0.0008271050
1438.98743 -5.903722 15.569601 1.482741 0.018992 0.195991 -0.550750 0.811111 0.0000050788 0.0000027271 -0.0000139106 0.0000017184 -0.0000077457 0.0000393753 0.0061207861 0.0028349038 -0.0001646013 0.0028379576 0.0000434882 0.0008272205
1439.05386 -5.890290 15.320204 1.414280 0.036021 0.178271 -0.553518 0.812736 0.0000048123 0.0000019708 -0.0000137169 0.0000010338 -0.0000058595 0.0000404574 0.0058746227 0.0027606136 -0.0001598086 0.0028282664 0.0000418337 0.0008277887
1439.08697 -5.873803 15.196092 1.379227 0.042041 0.170592 -0.554373 0.813512 0.0000046633 0.0000016728 -0.0000135691 0.0000008182 -0.0000050936 0.0000409004 0.0057489955 0.0027242492 -0.0001574691 0.0028262661 0.0000409790 0.0008282479
1439.12010 -5.856975 15.068771 1.344455 0.048828 0.162885 -0.554659 0.814517 0.0000045300 0.0000013674 -0.0000134311 0.0000006216 -0.0000042611 0.0000412937 0.0056287737 0.0026822445 -0.0001552951 0.0028157560 0.0000401061 0.0008286457
1439.15328 -5.834410 14.942020 1.308722 0.056525 0.155276 -0.555145 0.815174 0.0000044234 0.0000010525 -0.0000133114 0.0000004481 -0.0000033531 0.0000415682 0.0055012574 0.0026357504 -0.0001538088 0.0028027743 0.0000387870 0.0008287498
1439.18653 -5.812750 14.810770 1.274035 0.065208 0.147476 -0.555502 0.815730 0.0000043396 0.0000007228 -0.0000132236 0.0000003077 -0.0000023622 0.0000418418 0.0053796314 0.0025900140 -0.0001518739 0.0027888833 0.0000377838 0.0008290602
1439.21972 -5.784146 14.682629 1.238440 0.073136 0.139886 -0.555612 0.816320 0.0000042525 0.0000004151 -0.0000131225 0.0000002164 -0.0000014182 0.0000420720 0.0052545410 0.0025425769 -0.0001493574 0.0027743461 0.0000371473 0.0008292341
1439.25279 -5.758683 14.548222 1.204377 0.076999 0.133520 -0.554519 0.817773 0.0000040890 0.0000002213 -0.0000129015 0.0000001821 -0.0000008215 0.0000423520 0.0051357835 0.0024948573 -0.0001471365 0.0027573618 0.0000362751 0.0008297585
1439.28600 -5.730470 14.412184 1.171085 0.075747 0.128601 -0.553155 0.819600 0.0000038478 0.0000001587 -0.0000125469 0.0000001721 -0.0000006436 0.0000426621 0.0050108072 0.0024464254 -0.0001450929 0.0027424051 0.0000352517 0.0008299443
1439.35230 -5.677902 14.128148 1.107192 0.064752 0.122261 -0.548398 0.824693 0.0000032960 0.0000002570 -0.0000116653 0.0000001873 -0.0000010685 0.0000433326 0.0047625136 0.0023483151 -0.0001406119 0.0027121005 0.0000334528 0.0008307492
1439.38547 -5.647830 13.985753 1.077231 0.058334 0.119765 -0.546081 0.827072 0.0000030422 0.0000003275 -0.0000112269 0.0000002050 -0.0000013921 0.0000436529 0.0046368031 0.0022993911 -0.0001381765 0.0026986836 0.0000326188 0.0008313739
1439.45181 -5.586992 13.691859 1.018143 0.041993 0.115660 -0.540899 0.832038 0.0000025161 0.0000005151 -0.0000102254 0.0000002879 -0.0000023570 0.0000442524 0.0043914506 0.0021996741 -0.0001330565 0.0026689951 0.0000314383 0.0008326556
1439.48499 -5.554240 13.543865 0.989536 0.032756 0.113882 -0.537697 0.834770 0.0000022596 0.0000006098 -0.0000096845 0.0000003571 -0.0000029365 0.0000445019 0.0042676824 0.0021490423 -0.0001303772 0.0026543935 0.0000308982 0.0008331543
1439.51816 -5.520461 13.393233 0.961547 0.022470 0.111964 -0.534050 0.837705 0.0000019963 0.0000007016 -0.0000090871 0.0000004538 -0.0000035967 0.0000447543 0.0041471880 0.0020984425 -0.0001276131 0.0026394624 0.0000306312 0.0008339757
1439.55140 -5.483690 13.239854 0.932720 0.011994 0.108993 -0.530863 0.840334 0.0000017155 0.0000007618 -0.0000083963 0.0000005649 -0.0000042396 0.0000450038 0.0040265019 0.0020472606 -0.0001248069 0.0026228143 0.0000296225 0.0008344541
1439.58459 -5.444324 13.088628 0.904649 0.001071 0.104887 -0.527851 0.842835 0.0000014250 0.0000007887 -0.0000076016 0.0000006904 -0.0000048663 0.0000452519 0.0039063731 0.0019947101 -0.0001220401 0.0026064466 0.0000293854 0.0008353145
1439.61772 -5.404215 12.937546 0.876900 -0.010408 0.100897 -0.524459 0.845372 0.0000011587 0.0000007995 -0.0000067813 0.0000008465 -0.0000055493 0.0000454471 0.0037905871 0.0019427034 -0.0001192725 0.0025892206 0.0000290838 0.0008360949
1439.65091 -5.361743 12.785433 0.849327 -0.021961 0.096751 -0.520982 0.847782 0.0000009202 0.0000007844 -0.0000059397 0.0000010241 -0.0000062367 0.0000455791 0.0036760040 0.0018901721 -0.0001166618 0.0025714724 0.0000288905 0.0008368313
1439.68407 -5.317690 12.635286 0.821973 -0.032168 0.093102 -0.517540 0.849970 0.0000007376 0.0000007517 -0.0000052026 0.0000011990 -0.0000068465 0.0000456660 0.0035637824 0.0018377156 -0.0001139959 0.0025530828 0.0000286883 0.0008378485
1439.71724 -5.271324 12.486251 0.795235 -0.040286 0.090550 -0.514502 0.851743 0.0000006168 0.0000007190 -0.0000046465 0.0000013564 -0.0000073507 0.0000457038 0.0034547057 0.0017852696 -0.0001115578 0.0025343275 0.0000286036 0.0008388624
1439.75041 -5.223925 12.338220 0.769729 -0.045578 0.088666 -0.512024 0.853166 0.0000005443 0.0000006889 -0.0000042760 0.0000014620 -0.0000076712 0.0000457518 0.0033489130 0.0017329686 -0.0001090900 0.0025157512 0.0000289777 0.0008400720
1439.81679 -5.124686 12.038513 0.716798 -0.045495 0.085937 -0.509340 0.855054 0.0000005127 0.0000006468 -0.0000041108 0.0000014164 -0.0000075479 0.0000459785 0.0031455748 0.0016292230 -0.0001043293 0.0024767454 0.0000295765 0.0008426150
1439.84992 -5.070843 11.894275 0.691932 -0.041771 0.082498 -0.508525 0.856067 0.0000004989 0.0000005931 -0.0000040440 0.0000012683 -0.0000070985 0.0000462046 0.0030414524 0.0015751287 -0.0001019675 0.0024570673 0.0000299264 0.0008438735
1439.88318 -5.014356 11.751860 0.668123 -0.032898 0.076667 -0.508504 0.857008 0.0000004942 0.0000005024 -0.0000040278 0.0000009858 -0.0000061348 0.0000465691 0.0029458600 0.0015229569 -0.0000998384 0.0024370174 0.0000306007 0.0008453542
1439.91636 -4.955503 11.612218 0.647382 -0.019313 0.067929 -0.508801 0.857983 0.0000004877 0.0000003673 -0.0000040048 0.0000006363 -0.0000046454 0.0000470058 0.0028540347 0.0014714745 -0.0000975659 0.0024163952 0.0000315732 0.0008468729
1439.94947 -4.894701 11.469576 0.626790 -0.003618 0.058337 -0.509057 0.858746 0.0000004850 0.0000002184 -0.0000040041 0.0000003578 -0.0000029274 0.0000473001 0.0027633192 0.0014187296 -0.0000958798 0.0023919740 0.0000320662 0.0008479835
1439.98264 -4.833390 11.330702 0.607261 0.011145 0.049417 -0.509464 0.858999 0.0000004848 0.0000000794 -0.0000040108 0.0000002122 -0.0000012980 0.0000475150 0.0026742248 0.0013667963 -0.0000937339 0.0023701471 0.0000332601 0.0008496519
1440.01581 -4.773043 11.190930 0.589218 0.023600 0.041555 -0.509328 0.859245 0.0000004798 -0.0000000392 -0.0000039848 0.0000001774 0.0000000996 0.0000476154 0.0025886366 0.0013158526 -0.0000917211 0.0023486908 0.0000344215 0.0008510777
1440.04899 -4.712775 11.051543 0.570941 0.034514 0.034626 -0.509209 0.859253 0.0000004751 -0.0000001416 -0.0000039536 0.0000002154 0.0000013314 0.0000476594 0.0025046023 0.0012661616 -0.0000897422 0.0023306392 0.0000356290 0.0008527363
1440.08211 -4.651630 10.917749 0.553789 0.043117 0.028978 -0.509191 0.859084 0.0000004697 -0.0000002221 -0.0000039205 0.0000002915 0.0000023135 0.0000476575 0.0024227502 0.0012169764 -0.0000879509 0.0023123676 0.0000369506 0.0008543854
1440.11529 -4.593063 10.776282 0.535595 0.050002 0.024579 -0.509178 0.858856 0.0000004666 -0.0000002843 -0.0000038971 0.0000003802 0.0000030856 0.0000476570 0.0023456299 0.0011696084 -0.0000862333 0.0022960556 0.0000381605 0.0008561063
1440.14858 -4.536093 10.633784 0.519532 0.054813 0.021143 -0.509110 0.858694 0.0000004606 -0.0000003275 -0.0000038576 0.0000004607 0.0000036488 0.0000476613 0.0022658213 0.0011212032 -0.0000846146 0.0022812673 0.0000392598 0.0008573684
1440.18166 -4.479754 10.492077 0.503419 0.057629 0.018688 -0.508938 0.858668 0.0000004519 -0.0000003510 -0.0000038008 0.0000005182 0.0000040013 0.0000476921 0.0021881554 0.0010738848 -0.0000829684 0.0022686026 0.0000402760 0.0008588336
1440.21484 -4.423566 10.350226 0.489559 0.057873 0.018044 -0.508733 0.858787 0.0000004474 -0.0000003518 -0.0000037702 0.0000005275 0.0000040537 0.0000477709 0.0021122902 0.0010271746 -0.0000813834 0.0022580677 0.0000416848 0.0008603644
1440.24796 -4.369024 10.207664 0.477063 0.056624 0.019332 -0.508328 0.859082 0.0000004566 -0.0000003428 -0.0000038266 0.0000005012 0.0000038937 0.0000478772 0.0020388633 0.0009811358 -0.0000798444 0.0022486846 0.0000432395 0.0008620747
1440.28121 -4.315685 10.063563 0.464383 0.054709 0.021776 -0.508098 0.859284 0.0000004761 -0.0000003292 -0.0000039457 0.0000004592 0.0000036243 0.0000479899 0.0019667712 0.0009353264 -0.0000784523 0.0022404641 0.0000448529 0.0008638560
1440.31430 -4.263647 9.917645 0.450273 0.052567 0.025325 -0.508177 0.859274 0.0000005089 -0.0000003134 -0.0000041475 0.0000004099 0.0000032808 0.0000480918 0.0018964199 0.0008897686 -0.0000769046 0.0022331236 0.0000466509 0.0008653409
1440.34747 -4.209434 9.776148 0.437456 0.049305 0.030467 -0.507941 0.859440 0.0000005588 -0.0000002831 -0.0000044264 0.0000003446 0.0000027563 0.0000481867 0.0018267965 0.0008439741 -0.0000756105 0.0022271622 0.0000484430 0.0008672970
1440.38069 -4.157103 9.631858 0.424832 0.045660 0.037212 -0.507251 0.859783 0.0000006334 -0.0000002417 -0.0000048139 0.0000002817 0.0000021287 0.0000482507 0.0017612941 0.0007988915 -0.0000744649 0.0022208293 0.0000502947 0.0008691117
1440.41389 -4.105583 9.486628 0.411850 0.042479 0.044434 -0.506643 0.859962 0.0000007286 -0.0000001938 -0.0000052675 0.0000002361 0.0000015141 0.0000482928 0.0016972217 0.0007541857 -0.0000734524 0.0022161182 0.0000520418 0.0008711787
1440.44706 -4.053755 9.341131 0.400295 0.041243 0.051431 -0.506105 0.859949 0.0000008507 -0.0000001564 -0.0000057928 0.0000002133 0.0000010690 0.0000482675 0.0016349343 0.0007097297 -0.0000723450 0.0022127158 0.0000542215 0.0008731160
1440.48028 -4.000684 9.199412 0.386332 0.042077 0.058902 -0.505642 0.859701 0.0000010226 -0.0000001310 -0.0000064591 0.0000002030 0.0000007712 0.0000481982 0.0015749959 0.0006656460 -0.0000714297 0.0022101953 0.0000562525 0.0008751986
1440.54658 -3.893537 8.913873 0.363100 0.045023 0.071158 -0.504214 0.859463 0.0000013679 -0.0000000926 -0.0000076215 0.0000001959 0.0000004217 0.0000480360 0.0014635646 0.0005779117 -0.0000698393 0.0022008954 0.0000604665 0.0008796238
1440.57975 -3.838789 8.769026 0.353328 0.044804 0.072821 -0.503325 0.859857 0.0000014120 -0.0000000787 -0.0000077589 0.0000001959 0.0000003306 0.0000480857 0.0014111204 0.0005350843 -0.0000691646 0.0022008931 0.0000627126 0.0008821056
1440.64614 -3.726830 8.475660 0.337461 0.042301 0.070286 -0.500368 0.861918 0.0000013133 -0.0000000667 -0.0000074613 0.0000001983 0.0000002725 0.0000483705 0.0013111824 0.0004489523 -0.0000680061 0.0022045247 0.0000676487 0.0008873114
1440.71249 -3.612138 8.183877 0.324601 0.038075 0.071851 -0.496549 0.864191 0.0000012972 -0.0000000040 -0.0000074151 0.0000002004 -0.0000001298 0.0000485590 0.0012197564 0.0003628833 -0.0000670350 0.0022114185 0.0000734337 0.0008926207
1440.74566 -3.554343 8.035895 0.320643 0.035131 0.073590 -0.493271 0.866045 0.0000013021 0.0000000434 -0.0000074334 0.0000002058 -0.0000004364 0.0000486425 0.0011785101 0.0003207423 -0.0000667727 0.0022164968 0.0000762949 0.0008954451
1440.81202 -3.436282 7.738811 0.316124 0.034283 0.079589 -0.484430 0.870527 0.0000014585 0.0000000960 -0.0000079219 0.0000002165 -0.0000007246 0.0000486634 0.0011013456 0.0002357682 -0.0000664813 0.0022303025 0.0000822923 0.0009013014
1440.84517 -3.376042 7.589129 0.316569 0.030572 0.082999 -0.479381 0.873138 0.0000015017 0.0000001712 -0.0000080523 0.0000002354 -0.0000011621 0.0000486953 0.0010660890 0.0001932042 -0.0000664616 0.0022388321 0.0000854700 0.0009043560
1440.87835 -3.314888 7.439623 0.318231 0.022387 0.086195 -0.473575 0.876239 0.0000014724 0.0000003019 -0.0000079662 0.0000002894 -0.0000019693 0.0000487644 0.0010332242 0.0001506493 -0.0000665223 0.0022482000 0.0000888554 0.0009074129
1440.91148 -3.252493 7.287799 0.322521 0.011987 0.089474 -0.467441 0.879403 0.0000014163 0.0000004559 -0.0000077937 0.0000003932 -0.0000029705 0.0000488119 0.0010031315 0.0001083852 -0.0000666990 0.0022586795 0.0000922878 0.0009106817
1440.94465 -3.188681 7.135733 0.328357 0.000822 0.092625 -0.461391 0.882348 0.0000013512 0.0000006102 -0.0000075847 0.0000005489 -0.0000040371 0.0000488159 0.0009752786 0.0000658533 -0.0000669582 0.0022699558 0.0000957700 0.0009139846
1440.97782 -3.122673 6.980276 0.333509 -0.008204 0.096225 -0.454978 0.885250 0.0000013331 0.0000007452 -0.0000075198 0.0000007164 -0.0000049321 0.0000487603 0.0009502027 0.0000240029 -0.0000671603 0.0022790366 0.0000980947 0.0009167527
1441.01104 -3.054721 6.826692 0.341163 -0.014166 0.099401 -0.448687 0.888031 0.0000013506 0.0000008474 -0.0000075685 0.0000008510 -0.0000055437 0.0000487029 0.0009273167 -0.0000184939 -0.0000675115 0.0022903405 0.0001013162 0.0009200822
1441.07738 -2.912409 6.528294 0.363099 -0.016859 0.101950 -0.434800 0.894578 0.0000014170 0.0000009117 -0.0000077794 0.0000009102 -0.0000057848 0.0000487615 0.0008907828 -0.0001003418 -0.0000682541 0.0023119168 0.0001070175 0.0009264779
1441.11056 -2.837399 6.381247 0.376202 -0.015194 0.101376 -0.426819 0.898509 0.0000014434 0.0000008832 -0.0000078672 0.0000008564 -0.0000055520 0.0000488844 0.0008770223 -0.0001410434 -0.0000689688 0.0023275285 0.0001111273 0.0009302900
1441.14373 -2.760771 6.234092 0.390246 -0.013378 0.101004 -0.418349 0.902554 0.0000014774 0.0000008555 -0.0000079775 0.0000008034 -0.0000053113 0.0000489989 0.0008660527 -0.0001812428 -0.0000697611 0.0023440687 0.0001153564 0.0009341893
1441.21003 -2.601559 5.938556 0.420063 -0.011454 0.100453 -0.400515 0.910695 0.0000015263 0.0000008161 -0.0000081380 0.0000007345 -0.0000049757 0.0000492081 0.0008517594 -0.0002601791 -0.0000711926 0.0023775375 0.0001231746 0.0009417177
1441.24324 -2.519415 5.792460 0.436720 -0.010761 0.100478 -0.390469 0.915053 0.0000015581 0.0000008022 -0.0000082368 0.0000007073 -0.0000048341 0.0000492997 0.0008487569 -0.0002997750 -0.0000722920 0.0023978875 0.0001278862 0.0009460398
