# timestamp(s) tx ty tz qx qy qz qw
1540821180.14280 -14.958550 8.864248 1.988305 -0.024944 0.138456 -0.635792 0.758931
1540821180.17587 -15.001065 8.810272 2.015374 -0.031992 0.141373 -0.622513 0.769069
1540821180.20917 -15.037112 8.752231 2.040804 -0.037958 0.143614 -0.609059 0.779090
1540821180.24222 -15.077815 8.684370 2.058305 -0.041137 0.145875 -0.595513 0.788918
1540821180.30863 -15.136935 8.560062 2.092484 -0.037595 0.148920 -0.569458 0.807543
1540821180.34181 -15.164107 8.499102 2.108172 -0.034063 0.148911 -0.555853 0.817124
1540821180.37498 -15.188861 8.439919 2.125694 -0.030130 0.147934 -0.541943 0.826744
1540821180.40815 -15.209905 8.378700 2.139167 -0.025350 0.146215 -0.527793 0.836309
1540821180.47458 -15.238721 8.248906 2.162623 -0.011736 0.140046 -0.499406 0.854894
1540821180.50767 -15.262141 8.182933 2.175070 -0.003635 0.136129 -0.485957 0.863309
1540821180.57403 -15.298014 8.044403 2.195870 0.006486 0.131074 -0.458919 0.878732
1540821180.60720 -15.311510 7.972928 2.202255 0.008821 0.129563 -0.445495 0.885816
1540821180.64035 -15.323994 7.910985 2.211943 0.009255 0.128714 -0.432534 0.892335
1540821180.70683 -15.343066 7.768655 2.223263 0.010097 0.127759 -0.406729 0.904515
1540821180.73987 -15.353537 7.693859 2.227246 0.010847 0.127151 -0.394746 0.909885
1540821180.77314 -15.351084 7.618912 2.225166 0.010294 0.127068 -0.382795 0.914995
1540821180.80621 -15.378212 7.561134 2.239784 0.008843 0.127644 -0.372119 0.919324
1540821180.83938 -15.386702 7.486093 2.243535 0.005818 0.128546 -0.360911 0.923680
1540821180.87255 -15.393976 7.406776 2.243884 0.002939 0.129402 -0.350004 0.927763
1540821180.90573 -15.382388 7.329531 2.235245 -0.000175 0.130132 -0.339760 0.931466
1540821180.93890 -15.371557 7.256370 2.227327 -0.002991 0.130674 -0.329510 0.935060
1540821181.00528 -15.352005 7.097072 2.208511 -0.006815 0.131511 -0.309404 0.941768
1540821181.03842 -15.342826 7.015905 2.197560 -0.006016 0.130991 -0.300126 0.944844
1540821181.07159 -15.333559 6.928896 2.186129 -0.005565 0.130527 -0.291196 0.947701
1540821181.10480 -15.338817 6.830122 2.183264 -0.004995 0.129958 -0.282716 0.950346
1540821181.13793 -15.314173 6.749421 2.164098 -0.006905 0.129953 -0.274450 0.952755
1540821181.17121 -15.311654 6.663103 2.156999 -0.009383 0.130632 -0.266767 0.954821
1540821181.20434 -15.303665 6.583148 2.147407 -0.012673 0.131325 -0.259411 0.956713
1540821181.23749 -15.276567 6.499997 2.126272 -0.016394 0.132208 -0.252394 0.958410
1540821181.27066 -15.250373 6.418227 2.106055 -0.019679 0.132432 -0.245578 0.960086
1540821181.30379 -15.216722 6.334200 2.081751 -0.021353 0.132450 -0.239809 0.961505
1540821181.33704 -15.183419 6.249669 2.057458 -0.021805 0.131868 -0.235456 0.962650
1540821181.37014 -15.153054 6.167485 2.036231 -0.021341 0.131313 -0.232460 0.963465
1540821181.40336 -15.111734 6.085395 2.009934 -0.021709 0.130578 -0.229753 0.964205
1540821181.43653 -15.064894 6.008649 1.982724 -0.024138 0.129788 -0.226674 0.964983
1540821181.46966 -15.017582 5.926600 1.955367 -0.028394 0.129493 -0.223726 0.965594
1540821181.50288 -14.966049 5.846548 1.927447 -0.033669 0.128559 -0.220462 0.966300
1540821181.53600 -14.922341 5.757979 1.904238 -0.038651 0.127093 -0.217124 0.967063
1540821181.56926 -14.867917 5.677552 1.877467 -0.043564 0.125370 -0.214128 0.967747
1540821181.60235 -14.810028 5.594054 1.848810 -0.047750 0.124638 -0.211006 0.968329
1540821181.63552 -14.753551 5.506214 1.823693 -0.051836 0.123580 -0.207683 0.968973
1540821181.66877 -14.689845 5.423375 1.794644 -0.054965 0.122937 -0.204889 0.969477
1540821181.70187 -14.625642 5.344218 1.765091 -0.057241 0.122761 -0.202731 0.969821
1540821181.73504 -14.559366 5.266201 1.736470 -0.058426 0.122493 -0.200698 0.970207
1540821181.76821 -14.492129 5.180702 1.707005 -0.058934 0.122449 -0.198514 0.970631
1540821181.80138 -14.417599 5.101664 1.674440 -0.058019 0.121894 -0.195902 0.971287
1540821181.83456 -14.342400 5.023757 1.643199 -0.056558 0.120916 -0.193416 0.971993
1540821181.86773 -14.264986 4.942674 1.611967 -0.052555 0.119428 -0.190696 0.972939
1540821181.90094 -14.179665 4.889630 1.577908 -0.045726 0.116725 -0.189399 0.973865
1540821181.93421 -14.097573 4.807651 1.546142 -0.037409 0.113916 -0.187309 0.974956
1540821181.96732 -14.013434 4.727016 1.514211 -0.030025 0.111772 -0.185207 0.975861
1540821182.00046 -13.924802 4.650734 1.479645 -0.024022 0.110463 -0.182801 0.976629
1540821182.03359 -13.835530 4.573772 1.445749 -0.019404 0.109089 -0.181004 0.977221
1540821182.06676 -13.743444 4.503897 1.412236 -0.014614 0.106978 -0.179653 0.977787
1540821182.09997 -13.648743 4.446392 1.377577 -0.009896 0.105097 -0.178449 0.978270
1540821182.13311 -13.552975 4.384720 1.343154 -0.006392 0.103753 -0.177339 0.978645
1540821182.16628 -13.456244 4.306871 1.308304 -0.002941 0.102396 -0.175263 0.979178
1540821182.19949 -13.358540 4.234829 1.274802 -0.001215 0.101521 -0.173959 0.979505
1540821182.23266 -13.257401 4.165946 1.237937 -0.001938 0.100860 -0.171966 0.979924
1540821182.26584 -13.155103 4.088434 1.198926 -0.003900 0.100667 -0.169170 0.980425
1540821182.29905 -13.052029 4.017863 1.162798 -0.006017 0.100348 -0.166872 0.980840
1540821182.33214 -12.948895 3.961814 1.124808 -0.008079 0.099582 -0.164799 0.981254
1540821182.36531 -12.841607 3.891664 1.086543 -0.009918 0.099557 -0.162524 0.981619
1540821182.39852 -12.737795 3.829357 1.055618 -0.012327 0.099289 -0.160375 0.981972
1540821182.43170 -12.627730 3.759145 1.018789 -0.014588 0.098846 -0.158218 0.982336
1540821182.46492 -12.516294 3.690961 0.981808 -0.016645 0.098078 -0.155938 0.982745
1540821182.49800 -12.403043 3.614612 0.945082 -0.018641 0.097869 -0.153434 0.983124
1540821182.53118 -12.287977 3.537375 0.908318 -0.019614 0.097058 -0.150716 0.983605
1540821182.56435 -12.169878 3.457818 0.871944 -0.019597 0.095612 -0.148324 0.984111
1540821182.59753 -12.054742 3.389997 0.837218 -0.019641 0.093122 -0.145744 0.984734
1540821182.63083 -11.935993 3.312887 0.804757 -0.019694 0.090369 -0.143436 0.985328
1540821182.66395 -11.816381 3.245775 0.771358 -0.019147 0.087233 -0.141684 0.985875
1540821182.69713 -11.693648 3.177216 0.738838 -0.015862 0.083640 -0.140270 0.986447
1540821182.73021 -11.573032 3.111411 0.706420 -0.011709 0.079972 -0.138827 0.987013
1540821182.76343 -11.451032 3.049468 0.673283 -0.009621 0.077417 -0.137498 0.987425
1540821182.79656 -11.329091 2.979452 0.641607 -0.010491 0.074710 -0.135348 0.987922
1540821182.82977 -11.207235 2.922081 0.607670 -0.012546 0.071370 -0.133605 0.988382
1540821182.86290 -11.089674 2.877845 0.580176 -0.014396 0.067943 -0.133022 0.988677
1540821182.89614 -10.963264 2.813621 0.550892 -0.015330 0.063910 -0.131473 0.989139
1540821182.92932 -10.836848 2.752434 0.522295 -0.015871 0.059284 -0.129938 0.989621
1540821182.96246 -10.708919 2.686939 0.495574 -0.017848 0.055287 -0.128316 0.990030
1540821182.99563 -10.582793 2.628500 0.471731 -0.019557 0.051464 -0.127065 0.990365
1540821183.02882 -10.453326 2.565117 0.446169 -0.019359 0.047342 -0.125320 0.990797
1540821183.06203 -10.323292 2.502782 0.420715 -0.016697 0.042841 -0.123413 0.991290
1540821183.09511 -10.195611 2.446461 0.398826 -0.013938 0.039129 -0.121714 0.991696
1540821183.12828 -10.065521 2.384210 0.374205 -0.013099 0.037086 -0.119425 0.992064
1540821183.16150 -9.937919 2.324538 0.353940 -0.013839 0.035306 -0.116201 0.992502
1540821183.19463 -9.807641 2.261810 0.332660 -0.015109 0.033572 -0.113093 0.992902
1540821183.22780 -9.680498 2.203653 0.313487 -0.016353 0.032630 -0.109735 0.993291
1540821183.26106 -9.552138 2.146263 0.296272 -0.017329 0.032616 -0.106543 0.993622
1540821183.29415 -9.423493 2.092373 0.279090 -0.017623 0.032423 -0.103896 0.993903
1540821183.32741 -9.295660 2.036579 0.265523 -0.017417 0.032138 -0.100542 0.994261
1540821183.36053 -9.172503 1.987912 0.253528 -0.017760 0.032086 -0.097053 0.994603
1540821183.39366 -9.042778 1.929196 0.240266 -0.018350 0.032064 -0.092786 0.995000
1540821183.42684 -8.919410 1.881062 0.232831 -0.018342 0.031779 -0.087698 0.995471
1540821183.46001 -8.792054 1.828865 0.225687 -0.018568 0.031227 -0.082182 0.995955
1540821183.49318 -8.663298 1.775257 0.215747 -0.020979 0.030696 -0.076938 0.996342
1540821183.52635 -8.537807 1.727336 0.213376 -0.023881 0.030652 -0.071329 0.996696
1540821183.55953 -8.405611 1.671129 0.207541 -0.027310 0.030783 -0.065479 0.997005
1540821183.59270 -8.262000 1.600436 0.197738 -0.031323 0.030600 -0.059180 0.997286
1540821183.62587 -8.129225 1.546411 0.194866 -0.033046 0.030905 -0.053292 0.997553
1540821183.65905 -7.998079 1.495096 0.196487 -0.034494 0.030615 -0.046876 0.997835
1540821183.69226 -7.869810 1.448471 0.201272 -0.035697 0.030312 -0.040673 0.998074
1540821183.72543 -7.742143 1.403238 0.207586 -0.038077 0.029627 -0.034167 0.998251
1540821183.75849 -7.606117 1.347702 0.210459 -0.040155 0.030500 -0.027135 0.998359
1540821183.79166 -7.479702 1.305187 0.218728 -0.044024 0.031184 -0.020051 0.998342
1540821183.82483 -7.355076 1.266365 0.227094 -0.048670 0.032518 -0.013446 0.998195
1540821183.85805 -7.226557 1.223749 0.236129 -0.053437 0.033294 -0.006243 0.997997
1540821183.89118 -7.094796 1.179149 0.243525 -0.055163 0.033951 0.000508 0.997900
1540821183.92440 -6.968043 1.142654 0.253491 -0.055145 0.034229 0.006698 0.997869
1540821183.95752 -6.842996 1.109071 0.265245 -0.054394 0.034594 0.012841 0.997837
1540821183.99074 -6.718623 1.077474 0.279425 -0.053762 0.034445 0.019556 0.997768
1540821184.02387 -6.594602 1.047118 0.293212 -0.053424 0.035519 0.025893 0.997604
1540821184.05704 -6.470909 1.018175 0.306291 -0.053544 0.038322 0.031612 0.997329
1540821184.09021 -6.357834 1.001685 0.320237 -0.052269 0.042203 0.037133 0.997050
1540821184.12342 -6.234193 0.975596 0.333858 -0.050769 0.046472 0.043203 0.996693
1540821184.15656 -6.107537 0.947822 0.348112 -0.050073 0.048828 0.049427 0.996326
1540821184.18977 -5.989735 0.930465 0.363136 -0.049802 0.049049 0.055832 0.995990
1540821184.22294 -5.863516 0.907251 0.376040 -0.047550 0.049110 0.061896 0.995739
1540821184.25611 -5.740895 0.889595 0.389196 -0.041356 0.049415 0.067031 0.995668
1540821184.28924 -5.601579 0.857882 0.400977 -0.032129 0.049518 0.072291 0.995635
1540821184.32246 -5.469416 0.833548 0.413098 -0.023485 0.049878 0.076548 0.995541
1540821184.35559 -5.341018 0.814053 0.427246 -0.014642 0.050474 0.080686 0.995353
1540821184.38880 -5.211766 0.794726 0.443734 -0.004628 0.050752 0.084813 0.995093
1540821184.42197 -5.085191 0.779011 0.457254 0.005978 0.051792 0.088548 0.994707
1540821184.45510 -4.956809 0.760347 0.472649 0.012637 0.052978 0.092534 0.994219
1540821184.48835 -4.824844 0.739801 0.485848 0.017451 0.054094 0.096235 0.993734
1540821184.52146 -4.695306 0.721151 0.498263 0.019238 0.054132 0.099917 0.993336
1540821184.55462 -4.562125 0.698762 0.513200 0.020394 0.053452 0.103325 0.993001
1540821184.58793 -4.427131 0.676481 0.527233 0.020560 0.052697 0.106301 0.992724
1540821184.65414 -4.168853 0.637140 0.557078 0.018806 0.050560 0.112453 0.992192
1540821184.68740 -4.035168 0.614150 0.571881 0.018001 0.049381 0.115968 0.991861
1540821184.72049 -3.905585 0.594610 0.588121 0.016951 0.048750 0.119768 0.991459
1540821184.75374 -3.771624 0.571320 0.603712 0.014983 0.048499 0.123459 0.991051
1540821184.78684 -3.640664 0.553145 0.621443 0.013088 0.048283 0.127585 0.990565
1540821184.82001 -3.506755 0.527408 0.637598 0.011282 0.048084 0.131468 0.990089
1540821184.85329 -3.373963 0.505706 0.656371 0.008796 0.047339 0.136352 0.989490
1540821184.91952 -3.108090 0.461240 0.696134 -0.000101 0.044792 0.146441 0.988205
1540821184.95275 -2.975972 0.440012 0.717571 -0.005417 0.044287 0.151935 0.987383
1540821184.98587 -2.846634 0.418512 0.738546 -0.010650 0.044204 0.156862 0.986573
1540821185.01904 -2.714203 0.396958 0.758562 -0.016099 0.043697 0.161525 0.985769
1540821185.05229 -2.578496 0.374160 0.775680 -0.021521 0.042527 0.166099 0.984956
1540821185.08546 -2.446798 0.348785 0.791665 -0.025902 0.040898 0.170092 0.984238
1540821185.11855 -2.308359 0.327029 0.810077 -0.030894 0.039142 0.174962 0.983312
1540821185.18503 -2.033747 0.287106 0.845942 -0.039517 0.036665 0.184052 0.981437
1540821185.21818 -1.896595 0.270787 0.864857 -0.038835 0.036719 0.189077 0.980507
1540821185.25132 -1.756723 0.254940 0.882523 -0.036575 0.037141 0.194308 0.979555
1540821185.28442 -1.625875 0.240604 0.900588 -0.034726 0.037143 0.200373 0.978399
1540821185.31773 -1.494665 0.225631 0.915894 -0.032967 0.037154 0.206275 0.977232
1540821185.35076 -1.357390 0.209760 0.928074 -0.029862 0.037728 0.212766 0.975918
1540821185.38394 -1.225178 0.196829 0.941600 -0.025235 0.038670 0.219391 0.974544
1540821185.45028 -0.970508 0.167813 0.963981 -0.020325 0.039983 0.233343 0.971360
1540821185.48345 -0.839234 0.155086 0.975738 -0.021223 0.040632 0.240598 0.969542
1540821185.51663 -0.707661 0.142048 0.982464 -0.022101 0.041667 0.248317 0.967530
1540821185.54992 -0.572855 0.129518 0.991458 -0.022858 0.043286 0.256078 0.965416
1540821185.58297 -0.437540 0.123308 1.001072 -0.024261 0.043668 0.264363 0.963129
1540821185.61625 -0.302876 0.113541 1.009502 -0.027395 0.042501 0.273261 0.960610
1540821185.64942 -0.184897 0.107309 1.011604 -0.031246 0.040633 0.283033 0.957740
1540821185.68261 -0.050876 0.097635 1.018811 -0.035512 0.038773 0.293058 0.954648
1540821185.71566 0.085640 0.087954 1.027169 -0.039893 0.037407 0.303210 0.951353
1540821185.74892 0.216721 0.080216 1.033419 -0.044300 0.036071 0.313543 0.947854
1540821185.81528 0.464745 0.073840 1.039208 -0.053064 0.033392 0.333864 0.940534
1540821185.84836 0.603346 0.067819 1.044530 -0.057370 0.031968 0.344207 0.936594
1540821185.88153 0.755435 0.052391 1.051651 -0.062005 0.030767 0.354056 0.932659
1540821185.91479 0.905885 0.043104 1.056968 -0.068325 0.029276 0.364305 0.928308
1540821185.94797 1.057103 0.033803 1.062527 -0.075774 0.027398 0.374492 0.923722
1540821185.98105 1.199528 0.024083 1.065638 -0.082877 0.025249 0.384710 0.918962
1540821186.01422 1.340313 0.022103 1.066063 -0.089597 0.022865 0.395207 0.913926
1540821186.04739 1.465059 0.026359 1.062797 -0.095408 0.021081 0.406157 0.908565
1540821186.11380 1.710865 0.039442 1.054345 -0.105598 0.018838 0.430080 0.896396
1540821186.14695 1.831208 0.047070 1.050296 -0.108360 0.018732 0.442518 0.889991
1540821186.18013 1.965555 0.056388 1.045529 -0.110662 0.018726 0.455258 0.883257
1540821186.24643 2.211016 0.084741 1.029098 -0.112009 0.020750 0.480815 0.869391
1540821186.27960 2.323128 0.109529 1.019385 -0.110860 0.022465 0.493873 0.862145
1540821186.31272 2.402838 0.144051 1.002120 -0.110292 0.023772 0.506473 0.854842
1540821186.34590 2.521574 0.168582 0.989668 -0.109803 0.024646 0.519162 0.847235
1540821186.37917 2.633175 0.186640 0.973556 -0.109274 0.025427 0.531453 0.839625
1540821186.44541 2.785450 0.272612 0.938262 -0.109033 0.027050 0.554984 0.824241
1540821186.47863 2.881152 0.310372 0.920149 -0.108958 0.027733 0.565923 0.816756
1540821186.51176 2.991743 0.339093 0.900433 -0.109436 0.027211 0.576460 0.809306
1540821186.54498 3.105807 0.366377 0.880101 -0.111410 0.024249 0.586432 0.801933
1540821186.57810 3.176377 0.415041 0.856216 -0.113892 0.020129 0.596627 0.794141
1540821186.61135 3.276111 0.455841 0.835226 -0.116487 0.016482 0.606249 0.786525
1540821186.64445 3.376665 0.502415 0.814009 -0.118669 0.012394 0.615949 0.778698
1540821186.67762 3.471807 0.545326 0.791853 -0.120117 0.008689 0.625336 0.771006
1540821186.71080 3.568957 0.593604 0.770063 -0.121679 0.005265 0.634686 0.763112
1540821186.74397 3.585862 0.677204 0.746626 -0.122962 0.001784 0.644399 0.754737
1540821186.81045 3.785871 0.770761 0.698967 -0.125931 -0.004397 0.662940 0.737992
1540821186.84349 3.864287 0.833643 0.675629 -0.126281 -0.006392 0.672394 0.729314
1540821186.87670 3.861046 0.920910 0.652841 -0.126834 -0.007878 0.681958 0.720267
1540821186.90984 3.905985 0.987352 0.630524 -0.126735 -0.008444 0.691620 0.711006
1540821186.94309 3.978843 1.044877 0.607463 -0.126093 -0.008298 0.701473 0.701403
1540821186.97623 4.029874 1.111075 0.584658 -0.125286 -0.008296 0.710925 0.691968
1540821187.00937 4.063071 1.173481 0.564298 -0.124394 -0.007861 0.720076 0.682608
1540821187.04253 4.125887 1.239046 0.542208 -0.123887 -0.007740 0.729494 0.672630
1540821187.07570 4.174550 1.306979 0.521755 -0.123175 -0.007332 0.738584 0.662773
1540821187.10895 4.195428 1.382894 0.504639 -0.123441 -0.005942 0.747293 0.652901
1540821187.14205 4.218594 1.452686 0.487133 -0.122149 -0.004562 0.755888 0.643189
1540821187.17522 4.250371 1.522555 0.473083 -0.121719 -0.003271 0.764209 0.633371
1540821187.20840 4.265522 1.602593 0.459091 -0.121015 -0.002930 0.772640 0.623197
1540821187.24157 4.311283 1.675219 0.443382 -0.120178 -0.002929 0.780498 0.613491
1540821187.27474 4.349064 1.746848 0.430899 -0.119085 -0.003051 0.788131 0.603870
1540821187.30791 4.385013 1.823119 0.419606 -0.117874 -0.003262 0.795563 0.594285
1540821187.34109 4.403359 1.896538 0.414188 -0.116432 -0.003237 0.802668 0.584942
1540821187.37427 4.442874 1.970319 0.404007 -0.116141 -0.003296 0.809222 0.575900
1540821187.40743 4.474518 2.045940 0.395903 -0.116310 -0.005047 0.815806 0.566486
1540821187.44061 4.496543 2.127703 0.392321 -0.116768 -0.008348 0.822398 0.556738
1540821187.47378 4.512634 2.206651 0.391392 -0.116865 -0.011075 0.828852 0.547014
1540821187.50695 4.540370 2.285184 0.387626 -0.117001 -0.013333 0.835022 0.537468
1540821187.57333 4.573400 2.443409 0.386252 -0.118615 -0.019949 0.847105 0.517635
1540821187.60651 4.585696 2.523730 0.387578 -0.119523 -0.022860 0.853046 0.507449
1540821187.63964 4.595776 2.608027 0.388226 -0.120928 -0.026517 0.859071 0.496660
1540821187.70608 4.619506 2.783829 0.389183 -0.123448 -0.035399 0.871039 0.474130
1540821187.73929 4.616527 2.862061 0.391360 -0.123751 -0.039972 0.877075 0.462414
1540821187.77248 4.619158 2.946343 0.392547 -0.123350 -0.044603 0.882808 0.451049
1540821187.80555 4.613316 3.021397 0.395705 -0.123051 -0.050092 0.888465 0.439294
1540821187.87185 4.598680 3.182280 0.399142 -0.121352 -0.061432 0.899603 0.414987
1540821187.93820 4.581817 3.335790 0.396848 -0.119126 -0.072027 0.909963 0.390626
1540821187.97147 4.566486 3.413298 0.397028 -0.117745 -0.076235 0.915018 0.378241
1540821188.03783 4.531258 3.560090 0.394235 -0.114444 -0.083827 0.924591 0.353564
1540821188.07101 4.510436 3.637099 0.392356 -0.112767 -0.086899 0.929195 0.341070
1540821188.10406 4.478568 3.696459 0.395018 -0.111440 -0.090641 0.933597 0.328272
1540821188.13728 4.450675 3.760694 0.393700 -0.110161 -0.094949 0.937671 0.315631
1540821188.17046 4.419554 3.826311 0.387323 -0.109384 -0.098999 0.941479 0.303071
1540821188.20362 4.386840 3.895515 0.383714 -0.108754 -0.102003 0.945067 0.290889
1540821188.26993 4.313964 4.004122 0.374264 -0.108834 -0.101651 0.951982 0.267494
1540821188.30310 4.274546 4.061198 0.369254 -0.107410 -0.099701 0.955595 0.255659
1540821188.33640 4.232948 4.123773 0.364700 -0.104520 -0.096173 0.959337 0.243926
1540821188.36944 4.187873 4.174791 0.357801 -0.100563 -0.093172 0.963004 0.232011
1540821188.40266 4.142115 4.231590 0.352230 -0.096772 -0.090738 0.966435 0.220012
1540821188.43579 4.095197 4.283239 0.344665 -0.093410 -0.087802 0.969594 0.208454
1540821188.46904 4.044068 4.330081 0.338514 -0.089505 -0.085035 0.972550 0.197240
1540821188.50213 3.994873 4.370504 0.334832 -0.084367 -0.081161 0.975419 0.186691
1540821188.53533 3.941246 4.418825 0.329528 -0.078520 -0.074952 0.978269 0.176652
1540821188.56852 3.884910 4.461671 0.324450 -0.073896 -0.067510 0.980786 0.167451
1540821188.60165 3.829304 4.505600 0.316786 -0.070203 -0.059048 0.982933 0.159458
1540821188.63489 3.770970 4.542414 0.310491 -0.068102 -0.047543 0.984840 0.152291
1540821188.66801 3.711840 4.586210 0.305739 -0.066313 -0.034307 0.986467 0.145974
1540821188.70117 3.651033 4.624619 0.298748 -0.064619 -0.021327 0.987743 0.140474
1540821188.73434 3.590544 4.662939 0.293168 -0.062245 -0.009279 0.988790 0.135400
1540821188.76751 3.529275 4.698910 0.289426 -0.059575 0.001793 0.989595 0.130958
1540821188.80072 3.467937 4.744057 0.280906 -0.056346 0.013769 0.990239 0.126738
1540821188.83390 3.404037 4.786856 0.274766 -0.053960 0.023526 0.990645 0.123118
1540821188.86711 3.338728 4.833573 0.269435 -0.052633 0.028122 0.991052 0.119396
1540821188.90027 3.274244 4.880200 0.266587 -0.052673 0.027358 0.991478 0.115969
1540821188.93337 3.211238 4.923602 0.260740 -0.052584 0.023220 0.991971 0.112651
1540821188.96654 3.143485 4.968302 0.255414 -0.051958 0.020406 0.992267 0.110859
1540821188.99972 3.072962 5.011982 0.248517 -0.051222 0.018636 0.992537 0.109082
1540821189.03289 3.003177 5.048739 0.242811 -0.051184 0.016918 0.992710 0.107796
1540821189.06610 2.917172 5.094735 0.237083 -0.051510 0.016005 0.992807 0.106884
1540821189.09927 2.851408 5.139629 0.231263 -0.051690 0.014993 0.992903 0.106051
1540821189.13245 2.782432 5.180852 0.223734 -0.051666 0.012478 0.993004 0.105444
1540821189.16558 2.720319 5.226713 0.216908 -0.052328 0.007513 0.993081 0.104859
1540821189.19879 2.657418 5.274950 0.207782 -0.052889 0.000341 0.993210 0.103618
1540821189.23196 2.594422 5.327438 0.198035 -0.054169 -0.007935 0.993213 0.102619
1540821189.26513 2.529625 5.373009 0.188472 -0.055344 -0.016451 0.993154 0.101543
1540821189.29830 2.464850 5.427035 0.179136 -0.056168 -0.023347 0.993146 0.099801
1540821189.33144 2.398690 5.491353 0.171777 -0.056750 -0.029578 0.993192 0.097339
1540821189.36466 2.333487 5.546409 0.162116 -0.057131 -0.033904 0.993221 0.095384
1540821189.39779 2.266266 5.601062 0.153572 -0.057969 -0.036196 0.993322 0.092951
1540821189.43100 2.205819 5.672305 0.144773 -0.059674 -0.037325 0.993451 0.090001
1540821189.46417 2.133843 5.720925 0.137228 -0.061157 -0.036567 0.993577 0.087905
1540821189.49731 2.062725 5.771558 0.131078 -0.061540 -0.034807 0.993815 0.085631
1540821189.53052 1.992509 5.843398 0.126347 -0.061254 -0.034484 0.994114 0.082443
1540821189.56365 1.913959 5.892307 0.123514 -0.060391 -0.034649 0.994408 0.079410
1540821189.59687 1.838049 5.955098 0.120959 -0.059978 -0.033741 0.994721 0.076122
1540821189.63000 1.760509 5.997904 0.119595 -0.059910 -0.032720 0.994948 0.073614
1540821189.66330 1.679575 6.040313 0.120847 -0.060224 -0.030721 0.995176 0.071095
1540821189.69646 1.598988 6.079170 0.124844 -0.060316 -0.029379 0.995372 0.068805
1540821189.72952 1.511677 6.131590 0.129819 -0.060152 -0.029645 0.995605 0.065365
1540821189.76273 1.427736 6.169913 0.135751 -0.059404 -0.029761 0.995784 0.063249
1540821189.79587 1.342121 6.208668 0.142725 -0.059799 -0.030516 0.995850 0.061439
1540821189.82913 1.252043 6.252840 0.151325 -0.060294 -0.030992 0.995898 0.059935
1540821189.86221 1.164788 6.293658 0.159306 -0.060831 -0.030905 0.995941 0.058703
1540821189.89540 1.076991 6.331556 0.168036 -0.061107 -0.029952 0.995984 0.058172
1540821189.92856 0.988162 6.367269 0.177661 -0.060955 -0.028869 0.996043 0.057870
1540821189.96184 0.896455 6.403995 0.187551 -0.060523 -0.026585 0.996144 0.057682
1540821189.99490 0.801236 6.444477 0.197826 -0.059648 -0.023702 0.996262 0.057813
1540821190.02808 0.711235 6.477276 0.207817 -0.059102 -0.021660 0.996314 0.058278
1540821190.06135 0.620015 6.509939 0.218220 -0.058104 -0.021190 0.996359 0.058684
1540821190.09450 0.520971 6.552357 0.227562 -0.057938 -0.022001 0.996355 0.058617
1540821190.12759 0.427661 6.585554 0.237605 -0.057991 -0.022923 0.996301 0.059122
1540821190.16077 0.335582 6.615386 0.248541 -0.058464 -0.022918 0.996223 0.059963
1540821190.19402 0.233028 6.656175 0.260819 -0.059167 -0.023040 0.996204 0.059545
1540821190.22712 0.129360 6.696771 0.274016 -0.059839 -0.023437 0.996166 0.059350
1540821190.26036 0.030634 6.730306 0.285489 -0.059799 -0.024089 0.996153 0.059357
1540821190.29353 -0.075555 6.769845 0.296928 -0.059470 -0.025770 0.996147 0.059071
1540821190.35989 -0.274240 6.832642 0.322529 -0.059147 -0.029763 0.996084 0.058590
1540821190.39297 -0.373572 6.862442 0.334993 -0.059411 -0.032240 0.995996 0.058497
1540821190.42623 -0.484893 6.901591 0.346213 -0.059452 -0.033705 0.995958 0.058288
1540821190.49254 -0.708882 6.977501 0.371886 -0.058914 -0.033821 0.996032 0.057499
1540821190.52567 -0.814500 7.006597 0.382951 -0.058735 -0.033418 0.996038 0.057811
1540821190.55886 -0.921687 7.036850 0.394730 -0.058640 -0.032141 0.996055 0.058326
1540821190.62529 -1.144842 7.096945 0.420314 -0.057785 -0.023821 0.996352 0.058096
1540821190.65846 -1.253690 7.123577 0.433176 -0.056975 -0.016023 0.996537 0.058410
1540821190.72480 -1.470095 7.174995 0.460820 -0.055367 -0.003772 0.996720 0.058906
1540821190.75798 -1.576489 7.199921 0.475404 -0.055578 -0.000084 0.996701 0.059149
1540821190.79115 -1.683930 7.225838 0.489097 -0.056101 0.002417 0.996666 0.059186
1540821190.85741 -1.907645 7.284073 0.513272 -0.058564 0.003328 0.996544 0.058814
1540821190.89069 -2.030849 7.319632 0.523383 -0.059555 0.001965 0.996515 0.058368
1540821190.92374 -2.150044 7.351174 0.530011 -0.061004 -0.000120 0.996442 0.058149
1540821190.95705 -2.260132 7.378652 0.538406 -0.063615 -0.000895 0.996234 0.058908
1540821191.02326 -2.487102 7.439745 0.555661 -0.070927 0.001043 0.995643 0.060518
1540821191.08965 -2.715393 7.497413 0.570958 -0.077245 -0.000559 0.995046 0.062575
1540821191.15600 -2.949569 7.557631 0.581706 -0.078952 -0.000194 0.994771 0.064778
1540821191.18938 -3.066524 7.588095 0.583985 -0.078453 -0.001098 0.994725 0.066076
1540821191.22234 -3.185030 7.616162 0.585803 -0.077661 -0.003341 0.994748 0.066593
1540821191.25552 -3.303408 7.646784 0.589913 -0.077120 -0.007435 0.994733 0.067101
1540821191.28875 -3.421469 7.676474 0.593632 -0.077533 -0.010679 0.994608 0.068034
